condition,num_episodes,success_once_mean,success_once_std,return_mean,return_std,episode_len_mean,episode_len_std,reward_mean,reward_std,success_at_end_mean,success_at_end_std,model
normal,100,0.44999998807907104,0.4974936842918396,18.048425674438477,11.579082489013672,50.0,0.0,0.3609685003757477,0.2315816730260849,0.41999998688697815,0.49355852603912354,depth_goal_contact_dr_seed1
cube_ood,100,0.1599999964237213,0.36660611629486084,12.716913223266602,7.987620830535889,50.0,0.0,0.2543382942676544,0.15975239872932434,0.10000000149011612,0.30000001192092896,depth_goal_contact_dr_seed1
goal_near,100,0.7900000214576721,0.4073082506656647,30.14740753173828,9.14411735534668,50.0,0.0,0.6029481291770935,0.18288233876228333,0.7900000214576721,0.4073082506656647,depth_goal_contact_dr_seed1
goal_far,100,0.07999999821186066,0.2712932229042053,7.753437042236328,6.492250442504883,50.0,0.0,0.15506874024868011,0.1298450082540512,0.07999999821186066,0.2712932229042053,depth_goal_contact_dr_seed1
qpos_shift,100,0.6200000047683716,0.485386461019516,22.794347763061523,12.282999992370605,50.0,0.0,0.4558868706226349,0.24566000699996948,0.5899999737739563,0.491833359003067,depth_goal_contact_dr_seed1
episode_combined,100,0.10999999940395355,0.3128897249698639,9.631611824035645,6.673921585083008,50.0,0.0,0.19263221323490143,0.13347843289375305,0.10999999940395355,0.3128897249698639,depth_goal_contact_dr_seed1
mass_low,100,0.4699999988079071,0.49909916520118713,18.325469970703125,11.73355770111084,50.0,0.0,0.366509348154068,0.23467116057872772,0.4399999976158142,0.49638694524765015,depth_goal_contact_dr_seed1
mass_high,100,0.44999998807907104,0.4974936842918396,18.189983367919922,11.83030891418457,50.0,0.0,0.36379966139793396,0.2366061806678772,0.41999998688697815,0.49355852603912354,depth_goal_contact_dr_seed1
friction_low,100,0.49000000953674316,0.4998999536037445,19.391685485839844,12.19446086883545,50.0,0.0,0.38783371448516846,0.2438892126083374,0.46000000834465027,0.4983974099159241,depth_goal_contact_dr_seed1
friction_high,100,0.44999998807907104,0.497493714094162,17.8016300201416,11.482131004333496,50.0,0.0,0.3560326099395752,0.2296426147222519,0.4300000071525574,0.4950757622718811,depth_goal_contact_dr_seed1
physics_combined,100,0.5199999809265137,0.4995998442173004,20.46774673461914,12.372945785522461,50.0,0.0,0.4093549847602844,0.24745891988277435,0.5,0.5,depth_goal_contact_dr_seed1
full_combined,100,0.14000000059604645,0.3469870090484619,10.492524147033691,7.392223358154297,50.0,0.0,0.2098505049943924,0.14784447848796844,0.12999999523162842,0.3363034427165985,depth_goal_contact_dr_seed1
