condition,num_episodes,success_once_mean,success_once_std,return_mean,return_std,episode_len_mean,episode_len_std,reward_mean,reward_std,success_at_end_mean,success_at_end_std,model
normal,100,1.0,0.0,39.608062744140625,4.29107141494751,50.0,0.0,0.7921611666679382,0.08582142740488052,0.8500000238418579,0.3570714294910431,physics_dr_seed1
cube_ood,100,0.7599999904632568,0.42708316445350647,29.47895050048828,12.309427261352539,50.0,0.0,0.5895790457725525,0.24618850648403168,0.75,0.4330126941204071,physics_dr_seed1
goal_near,100,1.0,0.0,35.606605529785156,8.366766929626465,50.0,0.0,0.7121320366859436,0.16733533143997192,0.6000000238418579,0.4898979961872101,physics_dr_seed1
goal_far,100,0.9700000286102295,0.1705872118473053,36.962093353271484,6.773412227630615,50.0,0.0,0.7392417788505554,0.1354682296514511,0.9399999976158142,0.2374868541955948,physics_dr_seed1
qpos_shift,100,0.9700000286102295,0.1705872118473053,37.96479415893555,7.04939603805542,50.0,0.0,0.7592958807945251,0.14098791778087616,0.800000011920929,0.40000003576278687,physics_dr_seed1
episode_combined,100,0.5400000214576721,0.4983973801136017,22.095773696899414,14.403056144714355,50.0,0.0,0.44191551208496094,0.28806111216545105,0.5299999713897705,0.49909913539886475,physics_dr_seed1
mass_low,100,1.0,0.0,39.506019592285156,4.2056355476379395,50.0,0.0,0.7901203632354736,0.08411271125078201,0.8399999737739563,0.36660608649253845,physics_dr_seed1
mass_high,100,1.0,0.0,39.774356842041016,4.141773223876953,50.0,0.0,0.7954872846603394,0.08283545821905136,0.8600000143051147,0.3469870090484619,physics_dr_seed1
friction_low,100,1.0,0.0,39.472007751464844,4.458739280700684,50.0,0.0,0.7894401550292969,0.0891747772693634,0.8399999737739563,0.36660605669021606,physics_dr_seed1
friction_high,100,1.0,0.0,39.783573150634766,3.9950568675994873,50.0,0.0,0.7956714630126953,0.07990113645792007,0.8500000238418579,0.3570714294910431,physics_dr_seed1
physics_combined,100,1.0,0.0,39.65991973876953,4.399531364440918,50.0,0.0,0.7931984066963196,0.08799063414335251,0.8600000143051147,0.3469870090484619,physics_dr_seed1
full_combined,100,0.5400000214576721,0.4983973801136017,22.156356811523438,14.601359367370605,50.0,0.0,0.44312721490859985,0.29202717542648315,0.5299999713897705,0.49909916520118713,physics_dr_seed1
