condition,num_episodes,success_once_mean,success_once_std,return_mean,return_std,episode_len_mean,episode_len_std,reward_mean,reward_std,success_at_end_mean,success_at_end_std,model
normal,100,0.47999998927116394,0.4995998442173004,20.56037139892578,11.54648494720459,50.0,0.0,0.4112074375152588,0.23092971742153168,0.3799999952316284,0.4853864312171936,depth_goal_seed1
cube_ood,100,0.27000001072883606,0.443959504365921,14.938763618469238,10.65658950805664,50.0,0.0,0.2987752854824066,0.21313178539276123,0.25999999046325684,0.4386342763900757,depth_goal_seed1
goal_near,100,0.9200000166893005,0.27129319310188293,34.08055114746094,6.777939319610596,50.0,0.0,0.6816111207008362,0.13555878400802612,0.8999999761581421,0.30000001192092896,depth_goal_seed1
goal_far,100,0.009999999776482582,0.09949874877929688,6.104248523712158,3.025705575942993,50.0,0.0,0.12208496034145355,0.06051410734653473,0.009999999776482582,0.09949874877929688,depth_goal_seed1
qpos_shift,100,0.6100000143051147,0.48774993419647217,23.099287033081055,11.87195110321045,50.0,0.0,0.4619857370853424,0.23743902146816254,0.550000011920929,0.497493714094162,depth_goal_seed1
episode_combined,100,0.07999999821186066,0.2712932229042053,8.38681411743164,6.627810955047607,50.0,0.0,0.16773627698421478,0.13255621492862701,0.07999999821186066,0.2712932229042053,depth_goal_seed1
mass_low,100,0.47999998927116394,0.4995998442173004,20.696369171142578,11.483471870422363,50.0,0.0,0.4139273464679718,0.22966943681240082,0.4099999964237213,0.49183332920074463,depth_goal_seed1
mass_high,100,0.4399999976158142,0.49638694524765015,20.616344451904297,11.472831726074219,50.0,0.0,0.4123269319534302,0.22945663332939148,0.3799999952316284,0.4853864312171936,depth_goal_seed1
friction_low,100,0.49000000953674316,0.4998999834060669,20.974214553833008,12.002228736877441,50.0,0.0,0.41948437690734863,0.24004457890987396,0.4000000059604645,0.4898979961872101,depth_goal_seed1
friction_high,100,0.4699999988079071,0.49909916520118713,20.36785316467285,11.471796035766602,50.0,0.0,0.4073570668697357,0.22943592071533203,0.4000000059604645,0.4898979961872101,depth_goal_seed1
physics_combined,100,0.5299999713897705,0.4990991950035095,21.726455688476562,11.877623558044434,50.0,0.0,0.4345291554927826,0.2375524938106537,0.4399999976158142,0.49638694524765015,depth_goal_seed1
full_combined,100,0.11999999731779099,0.32496151328086853,9.542276382446289,8.14223861694336,50.0,0.0,0.1908455640077591,0.16284477710723877,0.11999999731779099,0.32496151328086853,depth_goal_seed1
