condition,num_episodes,success_once_mean,success_once_std,return_mean,return_std,episode_len_mean,episode_len_std,reward_mean,reward_std,success_at_end_mean,success_at_end_std,model
normal,100,1.0,0.0,38.55437469482422,5.155586242675781,50.0,0.0,0.7710875868797302,0.10311172902584076,0.7699999809265137,0.4208325147628784,full_dr_seed1
cube_ood,100,0.7599999904632568,0.42708316445350647,28.176715850830078,11.489554405212402,50.0,0.0,0.5635343790054321,0.2297910749912262,0.6200000047683716,0.485386461019516,full_dr_seed1
goal_near,100,1.0,0.0,34.421321868896484,9.05606460571289,50.0,0.0,0.6884264349937439,0.18112128973007202,0.5600000023841858,0.49638694524765015,full_dr_seed1
goal_far,100,0.8999999761581421,0.29999998211860657,36.01185607910156,7.878396034240723,50.0,0.0,0.720237135887146,0.15756791830062866,0.8999999761581421,0.29999998211860657,full_dr_seed1
qpos_shift,100,0.9700000286102295,0.1705872118473053,37.21305465698242,7.29719877243042,50.0,0.0,0.7442610263824463,0.14594396948814392,0.7400000095367432,0.4386342763900757,full_dr_seed1
episode_combined,100,0.5199999809265137,0.499599814414978,21.923940658569336,13.365675926208496,50.0,0.0,0.43847891688346863,0.26731353998184204,0.4399999976158142,0.49638694524765015,full_dr_seed1
mass_low,100,1.0,0.0,38.49772262573242,5.575847148895264,50.0,0.0,0.76995450258255,0.11151694506406784,0.7900000214576721,0.4073082506656647,full_dr_seed1
mass_high,100,1.0,0.0,38.49028015136719,5.22784423828125,50.0,0.0,0.7698056101799011,0.10455687344074249,0.7799999713897705,0.4142462909221649,full_dr_seed1
friction_low,100,1.0,0.0,38.823787689208984,5.165521621704102,50.0,0.0,0.7764758467674255,0.10331044346094131,0.800000011920929,0.4000000059604645,full_dr_seed1
friction_high,100,1.0,0.0,38.40879821777344,5.392224311828613,50.0,0.0,0.7681759595870972,0.10784447938203812,0.7799999713897705,0.4142462909221649,full_dr_seed1
physics_combined,100,1.0,0.0,38.537261962890625,5.34126091003418,50.0,0.0,0.7707452178001404,0.10682521760463715,0.7799999713897705,0.4142463207244873,full_dr_seed1
full_combined,100,0.5,0.5,21.613719940185547,13.338438034057617,50.0,0.0,0.43227440118789673,0.26676875352859497,0.4399999976158142,0.49638694524765015,full_dr_seed1
