condition,num_episodes,success_once_mean,success_once_std,return_mean,return_std,episode_len_mean,episode_len_std,reward_mean,reward_std,success_at_end_mean,success_at_end_std,model
normal,100,0.8100000023841858,0.39230090379714966,27.675161361694336,10.324370384216309,50.0,0.0,0.553503155708313,0.20648740231990814,0.7300000190734863,0.443959504365921,depth_goal_cube_dr_seed1
cube_ood,100,0.3700000047683716,0.4828042984008789,17.16575813293457,10.324645042419434,50.0,0.0,0.34331509470939636,0.20649290084838867,0.3700000047683716,0.4828042984008789,depth_goal_cube_dr_seed1
goal_near,100,0.8799999952316284,0.32496151328086853,30.711454391479492,8.393686294555664,50.0,0.0,0.614229142665863,0.16787372529506683,0.8799999952316284,0.32496151328086853,depth_goal_cube_dr_seed1
goal_far,100,0.10000000149011612,0.30000001192092896,8.490900993347168,8.14631462097168,50.0,0.0,0.1698179990053177,0.1629263013601303,0.10000000149011612,0.30000001192092896,depth_goal_cube_dr_seed1
qpos_shift,100,0.7200000286102295,0.4489988684654236,25.666051864624023,11.126392364501953,50.0,0.0,0.5133211612701416,0.22252784669399261,0.699999988079071,0.4582575559616089,depth_goal_cube_dr_seed1
episode_combined,100,0.15000000596046448,0.3570714294910431,10.243093490600586,7.294201850891113,50.0,0.0,0.2048618495464325,0.14588403701782227,0.15000000596046448,0.3570714294910431,depth_goal_cube_dr_seed1
mass_low,100,0.8299999833106995,0.37563279271125793,28.955638885498047,9.951908111572266,50.0,0.0,0.5791128277778625,0.19903816282749176,0.7799999713897705,0.4142463207244873,depth_goal_cube_dr_seed1
mass_high,100,0.8199999928474426,0.3841874599456787,28.166162490844727,9.96216869354248,50.0,0.0,0.5633232593536377,0.19924339652061462,0.7799999713897705,0.4142463207244873,depth_goal_cube_dr_seed1
friction_low,100,0.8199999928474426,0.3841874599456787,29.240636825561523,10.011962890625,50.0,0.0,0.5848127007484436,0.20023928582668304,0.7599999904632568,0.42708316445350647,depth_goal_cube_dr_seed1
friction_high,100,0.8100000023841858,0.39230093359947205,27.987180709838867,10.118485450744629,50.0,0.0,0.5597434639930725,0.20236970484256744,0.7400000095367432,0.4386342763900757,depth_goal_cube_dr_seed1
physics_combined,100,0.8600000143051147,0.3469870388507843,29.496973037719727,9.554439544677734,50.0,0.0,0.5899394750595093,0.19108879566192627,0.7900000214576721,0.4073082506656647,depth_goal_cube_dr_seed1
full_combined,100,0.20999999344348907,0.4073082506656647,10.600144386291504,7.478072166442871,50.0,0.0,0.21200284361839294,0.14956142008304596,0.20999999344348907,0.4073082506656647,depth_goal_cube_dr_seed1
