condition,num_episodes,success_once_mean,success_once_std,return_mean,return_std,episode_len_mean,episode_len_std,reward_mean,reward_std,success_at_end_mean,success_at_end_std,model
normal,100,0.9200000166893005,0.27129319310188293,31.503555297851562,8.719939231872559,50.0,0.0,0.6300709247589111,0.17439879477024078,0.8500000238418579,0.3570714294910431,depth_goal_seed3
cube_ood,100,0.3799999952316284,0.4853864312171936,17.420377731323242,12.798185348510742,50.0,0.0,0.3484075665473938,0.2559637129306793,0.3799999952316284,0.4853864312171936,depth_goal_seed3
goal_near,100,0.9599999785423279,0.195959210395813,37.56259536743164,6.1383514404296875,50.0,0.0,0.7512519359588623,0.12276701629161835,0.9399999976158142,0.2374868541955948,depth_goal_seed3
goal_far,100,0.05999999865889549,0.2374868541955948,7.806227207183838,7.48654317855835,50.0,0.0,0.156124547123909,0.1497308611869812,0.05999999865889549,0.2374868541955948,depth_goal_seed3
qpos_shift,100,0.8999999761581421,0.30000001192092896,30.793058395385742,9.964249610900879,50.0,0.0,0.615861177444458,0.19928498566150665,0.7599999904632568,0.42708316445350647,depth_goal_seed3
episode_combined,100,0.17000000178813934,0.3756328225135803,10.945516586303711,9.384138107299805,50.0,0.0,0.2189103066921234,0.18768274784088135,0.1599999964237213,0.36660608649253845,depth_goal_seed3
mass_low,100,0.8700000047683716,0.3363034427165985,30.618545532226562,9.560213088989258,50.0,0.0,0.6123709678649902,0.1912042647600174,0.8199999928474426,0.3841874599456787,depth_goal_seed3
mass_high,100,0.8999999761581421,0.30000001192092896,30.98276138305664,9.217118263244629,50.0,0.0,0.6196552515029907,0.18434235453605652,0.7799999713897705,0.4142463207244873,depth_goal_seed3
friction_low,100,0.8799999952316284,0.32496151328086853,30.516061782836914,9.755108833312988,50.0,0.0,0.6103212237358093,0.19510218501091003,0.7599999904632568,0.42708316445350647,depth_goal_seed3
friction_high,100,0.8899999856948853,0.3128897249698639,30.819345474243164,9.485963821411133,50.0,0.0,0.6163869500160217,0.1897192746400833,0.8100000023841858,0.39230093359947205,depth_goal_seed3
physics_combined,100,0.9200000166893005,0.27129319310188293,31.472135543823242,9.052584648132324,50.0,0.0,0.6294428110122681,0.18105170130729675,0.800000011920929,0.4000000059604645,depth_goal_seed3
full_combined,100,0.25999999046325684,0.4386342763900757,12.469293594360352,10.487534523010254,50.0,0.0,0.24938590824604034,0.2097506821155548,0.25,0.4330126941204071,depth_goal_seed3
