episode,step,d_tcp_cube,d_cube_goal,d_tcp_goal,tcp_x,tcp_y,cube_x,cube_y,goal_x,goal_y,done,success_once,success_at_end
1,1,0.15545788407325745,0.2606157958507538,0.28923800587654114,0.005950204096734524,-0.010825363919138908,-0.021370120346546173,0.0075888484716415405,0.23855215311050415,0.0075888484716415405,0,,
1,2,0.12841059267520905,0.2603156268596649,0.28901585936546326,-0.010354017838835716,-0.005464022047817707,-0.02106913924217224,0.007481622975319624,0.23855215311050415,0.0075888484716415405,0,,
1,3,0.0912647619843483,0.2603156268596649,0.29343804717063904,-0.03375595435500145,0.00022704401635564864,-0.02106913924217224,0.007481624372303486,0.23855215311050415,0.0075888484716415405,0,,
1,4,0.06562689691781998,0.2603156268596649,0.2977180778980255,-0.04862046614289284,0.003461224492639303,-0.021069133654236794,0.007481624837964773,0.23855215311050415,0.0075888484716415405,0,,
1,5,0.047697268426418304,0.2603156268596649,0.29355114698410034,-0.049327924847602844,0.006482632365077734,-0.021069131791591644,0.007481624837964773,0.23855215311050415,0.0075888484716415405,0,,
1,6,0.03167003393173218,0.2603156268596649,0.2837851643562317,-0.04199190065264702,0.008241049014031887,-0.021069131791591644,0.0074816239066421986,0.23855215311050415,0.0075888484716415405,0,,
1,7,0.015340002253651619,0.2603156566619873,0.2696382701396942,-0.02917918562889099,0.008066846057772636,-0.021069156005978584,0.0074815042316913605,0.23855215311050415,0.0075888484716415405,0,,
1,8,0.01079037506133318,0.2603156268596649,0.25253477692604065,-0.012665715999901295,0.006963345687836409,-0.021069131791591644,0.0074816239066421986,0.23855215311050415,0.0075888484716415405,0,,
1,9,0.0282734464854002,0.2603156268596649,0.23363099992275238,0.006357312202453613,0.0071772802621126175,-0.021069131791591644,0.0074816239066421986,0.23855215311050415,0.0075888484716415405,0,,
1,10,0.04773645102977753,0.2603156268596649,0.21478009223937988,0.025687608867883682,0.007270983420312405,-0.021069129928946495,0.007481625769287348,0.23855215311050415,0.0075888484716415405,0,,
1,11,0.06462167203426361,0.2603156268596649,0.19875460863113403,0.04231856018304825,0.006680100224912167,-0.021069133654236794,0.007481625769287348,0.23855215311050415,0.0075888484716415405,0,,
1,12,0.07558628916740417,0.2603156268596649,0.18736712634563446,0.053650498390197754,0.005351513624191284,-0.021069131791591644,0.007481625769287348,0.23855215311050415,0.0075888484716415405,0,,
1,13,0.08242697268724442,0.2603156268596649,0.1793891042470932,0.06102591007947922,0.004041289910674095,-0.021069131791591644,0.007481625769287348,0.23855215311050415,0.0075888484716415405,0,,
1,14,0.08977198600769043,0.2603156268596649,0.1715908646583557,0.06851401180028915,0.0028637205250561237,-0.021069131791591644,0.007481624837964773,0.23855215311050415,0.0075888484716415405,0,,
1,15,0.09851712733507156,0.2603156566619873,0.1630374938249588,0.07720234990119934,0.001534407027065754,-0.021069154143333435,0.00748150609433651,0.23855215311050415,0.0075888484716415405,0,,
1,16,0.1065184697508812,0.2603156268596649,0.1554107517004013,0.08509548008441925,-1.8621329218149185e-05,-0.021069131791591644,0.0074816239066421986,0.23855215311050415,0.0075888484716415405,0,,
1,17,0.11489223688840866,0.2603156268596649,0.14781619608402252,0.093272864818573,-0.0015342817641794682,-0.021069133654236794,0.0074816239066421986,0.23855215311050415,0.0075888484716415405,0,,
1,18,0.12219156324863434,0.2603156268596649,0.14150261878967285,0.10030827671289444,-0.0031699370592832565,-0.021069137379527092,0.0074816253036260605,0.23855215311050415,0.0075888484716415405,0,,
1,19,0.12775908410549164,0.2603156268596649,0.1366751343011856,0.10566982626914978,-0.004736973904073238,-0.021069133654236794,0.007481626234948635,0.23855215311050415,0.0075888484716415405,0,,
1,20,0.13242284953594208,0.2603156268596649,0.13265156745910645,0.11015358567237854,-0.006245266646146774,-0.021069133654236794,0.0074816239066421986,0.23855215311050415,0.0075888484716415405,0,,
1,21,0.13769854605197906,0.2603156566619873,0.12852589786052704,0.11512891203165054,-0.0077036595903337,-0.021069156005978584,0.007481504697352648,0.23855215311050415,0.0075888484716415405,0,,
1,22,0.14127099514007568,0.2603156268596649,0.12565824389457703,0.11851416528224945,-0.008959444239735603,-0.021069129928946495,0.007481626234948635,0.23855215311050415,0.0075888484716415405,0,,
1,23,0.14681574702262878,0.2603156268596649,0.12181680649518967,0.1236717626452446,-0.009606502950191498,-0.021069133654236794,0.007481625769287348,0.23855215311050415,0.0075888484716415405,0,,
1,24,0.1508544236421585,0.2603156566619873,0.11936727911233902,0.1273166388273239,-0.010585274547338486,-0.021069154143333435,0.0074815042316913605,0.23855215311050415,0.0075888484716415405,0,,
1,25,0.1526576429605484,0.2603156268596649,0.11790625005960464,0.12904180586338043,-0.011412814259529114,-0.02106913924217224,0.0074816253036260605,0.23855215311050415,0.0075888484716415405,0,,
1,26,0.15452338755130768,0.2603156268596649,0.11646204441785812,0.13082775473594666,-0.01185273751616478,-0.021069133654236794,0.007481624837964773,0.23855215311050415,0.0075888484716415405,0,,
1,27,0.15519492328166962,0.2603156268596649,0.11568540334701538,0.13152943551540375,-0.012368475086987019,-0.021069137379527092,0.0074816253036260605,0.23855215311050415,0.0075888484716415405,0,,
1,28,0.15628904104232788,0.2603156268596649,0.11470317840576172,0.13260911405086517,-0.012793349102139473,-0.021069133654236794,0.007481624837964773,0.23855215311050415,0.0075888484716415405,0,,
1,29,0.15819528698921204,0.2603156268596649,0.11353309452533722,0.13436196744441986,-0.013053074479103088,-0.02106913924217224,0.007481623440980911,0.23855215311050415,0.0075888484716415405,0,,
1,30,0.15987460315227509,0.2603156268596649,0.11267219483852386,0.13585276901721954,-0.013462415896356106,-0.021069131791591644,0.007481625769287348,0.23855215311050415,0.0075888484716415405,0,,
1,31,0.16032148897647858,0.2603156268596649,0.11234750598669052,0.1362610012292862,-0.013929752632975578,-0.021069133654236794,0.0074816253036260605,0.23855215311050415,0.0075888484716415405,0,,
1,32,0.1605519950389862,0.2603156268596649,0.1119900718331337,0.13652388751506805,-0.014199454337358475,-0.021069133654236794,0.0074816253036260605,0.23855215311050415,0.0075888484716415405,0,,
1,33,0.16041713953018188,0.2603156566619873,0.11172940582036972,0.1364915519952774,-0.01425899751484394,-0.021069154143333435,0.007481504697352648,0.23855215311050415,0.0075888484716415405,0,,
1,34,0.16127832233905792,0.2603156268596649,0.11105247586965561,0.1373366415500641,-0.014210306107997894,-0.021069131791591644,0.0074816253036260605,0.23855215311050415,0.0075888484716415405,0,,
1,35,0.1622941792011261,0.2603156268596649,0.11046916246414185,0.13826942443847656,-0.014266003854572773,-0.021069137379527092,0.007481624837964773,0.23855215311050415,0.0075888484716415405,0,,
1,36,0.1626904457807541,0.2603156268596649,0.11010980606079102,0.13866940140724182,-0.014302194118499756,-0.021069131791591644,0.007481625769287348,0.23855215311050415,0.0075888484716415405,0,,
1,37,0.16420990228652954,0.2603156268596649,0.10939142107963562,0.14002975821495056,-0.014270886778831482,-0.021069131791591644,0.007481626234948635,0.23855215311050415,0.0075888484716415405,0,,
1,38,0.16455517709255219,0.2603156268596649,0.10929528623819351,0.14030858874320984,-0.014524257741868496,-0.021069131791591644,0.007481625769287348,0.23855215311050415,0.0075888484716415405,0,,
1,39,0.16418099403381348,0.2603156268596649,0.10923374444246292,0.1400388777256012,-0.014547066763043404,-0.021069137379527092,0.0074816253036260605,0.23855215311050415,0.0075888484716415405,0,,
1,40,0.1628802865743637,0.2603156268596649,0.10951031744480133,0.13896235823631287,-0.014634181745350361,-0.021069133654236794,0.007481624837964773,0.23855215311050415,0.0075888484716415405,0,,
1,41,0.16290943324565887,0.2603156566619873,0.10928628593683243,0.13903014361858368,-0.014924970455467701,-0.021069156005978584,0.007481504697352648,0.23855215311050415,0.0075888484716415405,0,,
1,42,0.1629229038953781,0.2603156268596649,0.10923061519861221,0.1390375792980194,-0.015266588889062405,-0.021069137379527092,0.007481624372303486,0.23855215311050415,0.0075888484716415405,0,,
1,43,0.16288481652736664,0.2603156268596649,0.10910077393054962,0.13903287053108215,-0.015443389303982258,-0.021069137379527092,0.0074816253036260605,0.23855215311050415,0.0075888484716415405,0,,
1,44,0.1625397801399231,0.2603156566619873,0.10909944027662277,0.1387629359960556,-0.0154908187687397,-0.021069156005978584,0.0074815042316913605,0.23855215311050415,0.0075888484716415405,0,,
1,45,0.16165417432785034,0.2603156268596649,0.10913275927305222,0.1380855292081833,-0.015111458487808704,-0.021069133654236794,0.007481624837964773,0.23855215311050415,0.0075888484716415405,0,,
1,46,0.16138045489788055,0.2603156268596649,0.1088084876537323,0.1379828304052353,-0.014556849375367165,-0.021069137379527092,0.0074816253036260605,0.23855215311050415,0.0075888484716415405,0,,
1,47,0.16239795088768005,0.2603156268596649,0.10805186629295349,0.13898378610610962,-0.014265339821577072,-0.021069137379527092,0.0074816253036260605,0.23855215311050415,0.0075888484716415405,0,,
1,48,0.16323676705360413,0.2603156268596649,0.10755741596221924,0.1397663801908493,-0.014218378812074661,-0.021069137379527092,0.007481626234948635,0.23855215311050415,0.0075888484716415405,0,,
1,49,0.1632082611322403,0.2603156268596649,0.10739042609930038,0.13979224860668182,-0.014088255353271961,-0.021069133654236794,0.007481624837964773,0.23855215311050415,0.0075888484716415405,0,,
1,50,0.1627538502216339,0.2603156566619873,0.10735916346311569,0.13945361971855164,-0.013878119178116322,-0.021069156005978584,0.007481503766030073,0.23855215311050415,0.0075888484716415405,1,False,False
2,1,0.1661314070224762,0.25957074761390686,0.3780874013900757,-0.01359080895781517,-0.016364090144634247,0.06940818578004837,0.0418776199221611,0.3282826244831085,0.0418776199221611,0,,
2,2,0.14876264333724976,0.25986725091934204,0.37293702363967896,-0.017864283174276352,0.0018969473894685507,0.06911088526248932,0.041764747351408005,0.3282826244831085,0.0418776199221611,0,,
2,3,0.13052773475646973,0.25986745953559875,0.36939287185668945,-0.02450142428278923,0.019796794280409813,0.0691106840968132,0.04176430404186249,0.3282826244831085,0.0418776199221611,0,,
2,4,0.11500458419322968,0.25986725091934204,0.36173003911972046,-0.022465893998742104,0.03275638818740845,0.06911088526248932,0.041764747351408005,0.3282826244831085,0.0418776199221611,0,,
2,5,0.10020508617162704,0.25986745953559875,0.3507292568683624,-0.014502188190817833,0.041279714554548264,0.0691106840968132,0.04176430404186249,0.3282826244831085,0.0418776199221611,0,,
2,6,0.08475510030984879,0.25986725091934204,0.3373434543609619,-0.003041704185307026,0.04434800148010254,0.06911088526248932,0.041764747351408005,0.3282826244831085,0.0418776199221611,0,,
2,7,0.06755819916725159,0.25986745953559875,0.32088133692741394,0.01222168654203415,0.04399297386407852,0.0691106840968132,0.04176430404186249,0.3282826244831085,0.0418776199221611,0,,
2,8,0.050482720136642456,0.25986725091934204,0.30385470390319824,0.028375208377838135,0.04163117706775665,0.06911088526248932,0.041764747351408005,0.3282826244831085,0.0418776199221611,0,,
2,9,0.034409306943416595,0.25986745953559875,0.28735581040382385,0.04409903287887573,0.03929625079035759,0.0691106840968132,0.04176430404186249,0.3282826244831085,0.0418776199221611,0,,
2,10,0.02014501951634884,0.25986725091934204,0.27160242199897766,0.059127628803253174,0.03885519504547119,0.06911088526248932,0.041764747351408005,0.3282826244831085,0.0418776199221611,0,,
2,11,0.011992759071290493,0.25986745953559875,0.2568958103656769,0.0731576606631279,0.039188891649246216,0.0691106840968132,0.04176430404186249,0.3282826244831085,0.0418776199221611,0,,
2,12,0.01795065775513649,0.25986725091934204,0.24384722113609314,0.08576353639364243,0.039487969130277634,0.06911088526248932,0.041764747351408005,0.3282826244831085,0.0418776199221611,0,,
2,13,0.031793538480997086,0.2594529986381531,0.22944901883602142,0.10035695135593414,0.038326047360897064,0.0695267990231514,0.04134650528430939,0.3282826244831085,0.0418776199221611,0,,
2,14,0.0495026595890522,0.25933602452278137,0.21407566964626312,0.11682181060314178,0.034998077899217606,0.06964436173439026,0.04122259467840195,0.3282826244831085,0.0418776199221611,0,,
2,15,0.06378793716430664,0.25933602452278137,0.20227013528347015,0.12979863584041595,0.03029058873653412,0.06964438408613205,0.04122273251414299,0.3282826244831085,0.0418776199221611,0,,
2,16,0.07600683718919754,0.25933602452278137,0.19249431788921356,0.140815868973732,0.025411289185285568,0.06964436173439026,0.04122259467840195,0.3282826244831085,0.0418776199221611,0,,
2,17,0.0859762579202652,0.25933602452278137,0.18485617637634277,0.14967039227485657,0.02035263366997242,0.06964438408613205,0.04122273251414299,0.3282826244831085,0.0418776199221611,0,,
2,18,0.09270298480987549,0.25933602452278137,0.1788930892944336,0.15612651407718658,0.01659572869539261,0.06964436918497086,0.04122259467840195,0.3282826244831085,0.0418776199221611,0,,
2,19,0.09999051690101624,0.25933605432510376,0.17261755466461182,0.16313226521015167,0.014066102914512157,0.06964437663555145,0.04122273251414299,0.3282826244831085,0.0418776199221611,0,,
2,20,0.10626351833343506,0.25933602452278137,0.1667526811361313,0.16952326893806458,0.013472872786223888,0.06964436173439026,0.04122259467840195,0.3282826244831085,0.0418776199221611,0,,
2,21,0.10880878567695618,0.25933602452278137,0.162721648812294,0.17290407419204712,0.013373440131545067,0.06964438408613205,0.04122273251414299,0.3282826244831085,0.0418776199221611,0,,
2,22,0.11162570118904114,0.25933602452278137,0.15857677161693573,0.17645956575870514,0.01365421712398529,0.06964436173439026,0.04122259467840195,0.3282826244831085,0.0418776199221611,0,,
2,23,0.11488641053438187,0.25933602452278137,0.1546832025051117,0.1801222264766693,0.01370853278785944,0.06964438408613205,0.04122273251414299,0.3282826244831085,0.0418776199221611,0,,
2,24,0.11745346337556839,0.25933602452278137,0.15162795782089233,0.18292035162448883,0.013086460530757904,0.06964436173439026,0.04122259467840195,0.3282826244831085,0.0418776199221611,0,,
2,25,0.12082818895578384,0.25933602452278137,0.14851297438144684,0.18621726334095,0.011871893890202045,0.06964438408613205,0.04122273251414299,0.3282826244831085,0.0418776199221611,0,,
2,26,0.12399850785732269,0.25933602452278137,0.14581309258937836,0.18919390439987183,0.010314731858670712,0.06964436918497086,0.04122259467840195,0.3282826244831085,0.0418776199221611,0,,
2,27,0.12699159979820251,0.25933602452278137,0.1429489105939865,0.19219985604286194,0.0097142169252038,0.06964438408613205,0.04122273251414299,0.3282826244831085,0.0418776199221611,0,,
